year,budget,duration,Action,Comedy,Drama,Sci-Fi,Horror,Romance,Thriller,actor_popularity,director_experience,rating,title
1988.0,39171015.0254276,137.60081404425824,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.551387994505967,19.165171397832538,8.392710948518362,The Dark Legend
1967.0,84779894.10092744,105.75289030132427,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.339232407580138,13.658728138967168,5.489205941782784,The Silent Journey
1953.0,17568100.17200308,146.1389189237173,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.808118605364853,6.886608449381836,6.983832601595301,The Mystic Knight
2009.0,68478068.2083279,79.62060959259755,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.854829579195429,23.382082913931036,7.254344944210172,The Frozen Future
1963.0,67793037.7390515,123.79138738639236,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.690499842542495,20.024421304662688,7.0115876949409754,The Shining Journey
1958.0,40713606.820580296,178.16786997174853,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.880150188414278,15.916669524928594,5.765357529292368,The Dark Legend
2002.0,59783990.66726354,89.99006026183275,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,19.770939859338874,8.338716600877673,The Lost Paradise
1951.0,12466592.708440913,99.66765088425446,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.615741828944394,21.151531600729044,5.6603622208293505,The Hidden Storm
2009.0,77720810.57620703,135.41723548976745,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.4887804916842295,8.90614365214944,8.218670032426544,The Silent Paradise
2020.0,44452935.90671033,125.38745345818793,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.179760222501946,19.485442987854448,6.282685974627423,The Amazing Storm
1993.0,34318309.384428814,130.51890297820677,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.404697239243792,10.575714195853259,6.6623014071507205,The Lost Legend
1957.0,81470276.77510668,134.6756139044299,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,21.4162668526944,7.525934012171378,The Dark Knight
1996.0,28869689.283717223,139.0416440568531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.370170744025149,13.460803308614151,6.818215645610082,The Amazing Forest
1984.0,7746161.109093208,153.29099525868668,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.242385409568642,19.89375658945376,7.8804154771071175,The Frozen Storm
1985.0,3301124.7942828843,132.29455970785537,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.945288143955233,11.529637602323819,8.272905613789588,The Hidden Secrets
1999.0,68180298.5403692,112.76227036144373,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.284718485871722,20.309619487501383,7.162218140271655,The Dark Legend
1953.0,11587119.42511151,140.17721103608193,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.870629619250202,7.169846167071932,6.5196349428141875,The Raging Storm
1951.0,102643825.45953095,176.99645804685647,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.002021840063675,15.289351038907698,9.055738524211888,The Eternal Forest
1955.0,-12457882.236511664,116.02098760852279,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.22704172425148,22.84506012087947,6.08012611879941,The Eternal Storm
2003.0,100893691.04870114,90.76412085988076,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.848331205188205,18.7376372579674,6.5913605649067275,The Eternal Forest
1953.0,56330524.016078554,153.21242007860917,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.1298395493399624,16.53622986759369,6.792250273047918,The Mystic Storm
2003.0,47098606.643888235,116.38856508139206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.546001858758771,29.428490717205115,7.639820174094964,The Raging Journey
2012.0,33652427.39573151,54.81991361957891,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.405101795436357,23.189094947911375,6.296164861310771,The Silent Paradise
1967.0,61974083.43056212,145.42265031451265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.685340218825203,21.844319594025016,8.190786033526077,The Frozen Forest
1993.0,48870958.92725455,103.94015442138232,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.2063379322609755,20.26422223133204,7.5961599510449425,The Dark Future
1983.0,83099056.46049565,117.28400153087517,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,21.261574977973314,8.314267586054978,The Hidden Dreams
2023.0,53426829.45986119,129.95940991707045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.370135660903922,28.256816084417316,6.462249969796308,The Raging Legend
2011.0,54509052.84385633,125.71499039337199,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.208826325127362,11.658650498232042,7.58437589026842,The Hidden Knight
1963.0,39091633.63358432,141.2835545141712,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.80722551658861,23.075231722201934,8.894263622263441,The Frozen Knight
1997.0,48291631.28836797,106.9354088829047,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.236668746212605,17.851903110198208,7.098674042621898,The Frozen Hero
1964.0,59234053.06676178,135.39317394528248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.99020561474615,11.935059702928053,6.115711604555038,The Amazing Legend
2021.0,-1305051.779698765,112.21359967248249,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.923818965865508,14.202199175669765,6.1991356556937856,The Dark Paradise
2011.0,9554437.336828614,142.16431442662508,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.144434369697638,16.753237452370747,8.33506471679664,The Mystic Future
1989.0,72297922.82068145,138.46102452039162,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.389086776521544,8.12047945864462,8.319961780582853,The Hidden Forest
2002.0,55125963.14383826,91.93683893866213,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,21.912102204003574,7.443462457564721,The Amazing Secrets
1973.0,44480499.909419626,152.57946348525098,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.006751949784518,14.17718860728769,6.437989229587066,The Silent Knight
1975.0,50553017.99196179,103.92109664657856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.057252303836997,15.679433297941388,4.318676750629673,The Amazing Dreams
2009.0,60427451.16085013,144.24173394843436,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.655164978589632,25.85762039942246,6.775507313816773,The Hidden Forest
1990.0,33807209.590719156,131.01861940204023,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.234752726438655,16.03798564181442,7.885857717923664,The Hidden Paradise
1978.0,26650858.237930622,175.14551030385368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.030379728386958,27.42134755536884,7.363701143072332,The Hidden Knight
1964.0,55875357.652930446,113.29602052884444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.030324543835253,10.801483928838849,5.041108572670887,The Frozen Future
1994.0,20648816.671549037,109.52049611645407,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.136961543612541,6.223441289642793,6.865895908994117,The Mystic Legend
2014.0,62247582.67143416,119.41741182336803,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.671085514091914,12.680054824440935,8.088234881415563,The Raging Hero
2020.0,-1077508.1271352107,110.90460651497173,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.718104800889339,1.0,5.7217678070792335,The Raging Knight
1958.0,80874669.1197693,143.99825705826152,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,22.246094019767547,8.2194190071463,The Eternal Hero
1950.0,64177924.472391285,71.51068174690236,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.934681953298886,6.688811669700041,6.176470446028541,The Lost Storm
1957.0,57680892.02941627,88.38952742560937,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.000243851568913,10.058436628429842,6.254136630273779,The Dark Dreams
2012.0,79480729.51836543,87.9659123526242,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.9415549705469184,20.730228492967417,5.937326762290984,The Mystic Storm
1960.0,99964233.33387731,148.50922775920728,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.441281397384326,15.95296878334313,7.9810949631155355,The Raging Storm
1957.0,80431101.95054391,171.31840117745776,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.045765754691806,11.475636335359036,8.969525766997098,The Mystic Secrets
1984.0,-5226226.939949356,116.86652344387585,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.041428021071221,1.0,5.7970130098392865,The Mystic Forest
1984.0,11612690.997928951,114.93534830429968,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.051723129136345,25.406464239177552,6.003730629496579,The Eternal Legend
1982.0,31255442.669129636,122.10156489339545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.221498152866073,20.784640267811714,7.189567796318248,The Lost Dreams
1954.0,50782731.506325014,154.85634907824573,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,31.445770637586012,7.074485993993883,The Eternal Journey
1990.0,65529770.6140737,92.17940597428277,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.711024992477765,10.228961312076745,5.782009616679475,The Amazing Secrets
1977.0,28227685.605396032,127.15106948204355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7366831979349,3.364397884975938,4.96007906868282,The Amazing Secrets
1956.0,55603002.93431235,149.25592889347288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,22.95804228211539,7.976205949782978,The Amazing Hero
2022.0,27338512.029400323,135.03282509819536,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.497946094139046,13.49552066079719,9.024194344019156,The Dark Forest
2021.0,31654465.91024155,125.68744849796231,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.858748663437437,20.02535887255165,6.342623091858942,The Frozen Dreams
1961.0,7800167.094553331,150.03138277701424,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.407190193870612,27.95932229861245,6.403165570025632,The Eternal Hero
1983.0,22303002.61667287,38.90303121002289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9258748093888185,18.105224771713413,7.603307320324486,The Hidden Secrets
1982.0,9449461.831509992,140.33625958592722,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.267677163614535,16.338391204364264,6.221988164564498,The Dark Hero
1997.0,20723802.41068002,100.37772950617729,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,16.840022290444722,6.668810466918575,The Mystic Secrets
1972.0,81609253.89823519,65.08101309430629,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.679508410915906,1.9020145122826833,7.9621175820189665,The Lost Storm
2011.0,21518033.33504171,135.33607798574943,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.271032581926075,23.864305675864372,7.306608056045013,The Raging Forest
1986.0,128971461.94512172,161.20975635488873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.363197538191231,24.376689297993295,9.509745177227376,The Mystic Secrets
1993.0,64799537.02642668,115.87654456116924,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.9352223745470694,19.244560199700192,6.394082311953542,The Raging Future
1984.0,55545083.710846215,148.58623641608816,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.615174493287033,2.8767629205533485,7.422170761337926,The Mystic Secrets
2014.0,24249266.594563592,168.36834773965936,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.030244301387951,14.030809398903891,7.186112057003367,The Shining Storm
1996.0,71009296.38226974,159.44743360752142,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.501428285447989,26.50820620314283,8.500951564905295,The Hidden Knight
1952.0,32730865.212866783,169.19893588114178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.473970696212255,7.105863249057793,The Lost Secrets
1950.0,53660294.43936084,142.26382473215676,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.724822925750903,24.47402441530928,6.936646622930299,The Frozen Future
1954.0,126802536.14806384,122.26300916704778,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.78842379587047,15.44077194125483,5.995140000971096,The Eternal Legend
1963.0,47118203.0082605,71.94102564308494,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.477115992311296,20.700030716127685,7.857974732959892,The Frozen Storm
1976.0,84478199.78857027,112.61812535610154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.096232648996503,11.702868697401737,6.3875889604144485,The Eternal Dreams
1958.0,28904707.24622338,94.70260214051424,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.020609659703522,15.675047053165331,5.4306296951111435,The Frozen Forest
1964.0,48950345.28509115,185.1282815249344,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.725342692119918,18.493721985351023,5.844032081620708,The Mystic Future
1991.0,103124019.0690653,114.7234256270299,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.796083118936276,6.334128208846526,7.951251150856366,The Dark Legend
2000.0,31190988.266366977,123.69614420353457,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.791672584707934,17.19130503183209,8.60336737508857,The Dark Paradise
2012.0,104373456.73990785,136.54456128121402,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.942971104054459,1.0,8.43549886561993,The Frozen Dreams
2001.0,71232558.06366427,121.30807339117361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.974632966437824,10.187985705425818,7.070643691623039,The Dark Hero
1953.0,33125996.72317197,170.8515312129226,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.277781761564108,19.351064114910233,6.584179094024806,The Lost Journey
1972.0,68972232.17166562,101.32051914796644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.641519716232279,23.96210336440449,8.16916959079052,The Amazing Hero
1964.0,79176633.4888019,125.83822365711728,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.32032425843922,18.782017134393826,6.316412714591642,The Raging Dreams
1992.0,68654298.86651589,97.72588242905854,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.348277870015599,3.877465809352257,7.106009120135092,The Raging Future
1978.0,2893258.4032863104,80.39932466337882,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.9987939906733585,23.26286503092465,6.507035764030297,The Dark Hero
1985.0,28185884.725253943,101.64692727284144,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.7569808793992525,5.886802147818127,5.939395550142515,The Shining Storm
1962.0,42574440.93345486,118.88889608854764,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.07563887166417,19.913588411394805,6.922560268956497,The Lost Knight
1981.0,47766997.12699861,107.1209332644822,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.1737676713106238,6.153330043257135,5.2447923472985964,The Mystic Journey
2020.0,68620162.92652033,99.22737060378432,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.948740143992014,8.814350365102744,9.065289188624472,The Lost Knight
2008.0,55331030.02799761,77.81047608984498,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.594197993823398,7.3492069125561414,6.55519982500238,The Lost Hero
1977.0,9939669.238696964,117.50683282113916,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.673939700495605,16.11166871425376,6.821680675442949,The Shining Storm
2015.0,61405935.5301789,74.85838877906994,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.7526305092104995,13.435723891003475,4.853033332536097,The Shining Knight
1991.0,68317572.3585147,142.80167891068808,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5996196338531705,19.071275501045534,8.014710937424814,The Amazing Forest
1994.0,66793713.43793119,122.4731925880351,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.081116869743704,14.850921290615137,7.121602433876974,The Dark Future
2011.0,82423421.76663865,76.27345501605208,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.473790457949585,2.8570123713036892,6.106508093536899,The Lost Storm
2006.0,75017664.63646711,110.7237276885041,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.622870069105055,17.206499744783798,7.011568664646214,The Shining Storm
1955.0,63775402.3768531,97.4353078322825,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.367141988927718,1.0,4.994388938858173,The Dark Storm
1977.0,47895028.65624059,129.57523531257542,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.433811206172843,7.929168055607976,7.27819632950536,The Eternal Legend
1977.0,171171.99452025743,160.21351338069434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.433421202832335,12.088693343367988,6.193267127021953,The Dark Legend
1993.0,62888546.573977575,63.74482591062766,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.742774647766524,11.534372742482844,6.90614412367953,The Raging Paradise
1979.0,56230630.61489334,123.45078237442252,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.989076718811665,1.820698715951794,6.126767040672421,The Eternal Dreams
2011.0,58147365.11586121,115.19601613300078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.393071781521938,25.969276428305534,6.601800805818096,The Amazing Forest
2024.0,11697542.72539072,140.14020229351397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.338309656031427,28.184022320453597,7.91272022058293,The Eternal Legend
2011.0,17568303.78775213,126.39589884713067,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.935413177347378,33.00620083447159,7.551421744553623,The Amazing Paradise
1950.0,81594585.59998712,97.44092004783542,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.577916712773839,24.181211339917255,7.653515489806354,The Amazing Storm
1976.0,48813345.38430035,110.42838193000145,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.920827533072091,11.836427689677812,6.208088698089233,The Silent Hero
2011.0,70445020.92117873,96.11922429589532,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.403052383540321,11.698563832411399,5.674943726684264,The Frozen Future
1952.0,50849551.283913836,152.28021415795794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.920122584436687,11.256849310614198,7.996205156120273,The Amazing Legend
2019.0,50892684.18487236,120.63934946015827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.326416161584293,30.88510148980621,7.059496499090995,The Lost Storm
2021.0,78148514.17927992,177.0357205725902,0.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,14.075668248278715,10.0,The Amazing Dreams
1976.0,34518658.15347878,118.18017558556137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.958973562457567,25.15386325536182,5.7471961262159725,The Frozen Secrets
1958.0,52883623.308229506,98.74779699268612,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.056401219424666,24.53147982175551,7.2397204652732645,The Amazing Hero
2011.0,36131741.338848725,74.58856822161519,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.179504287398762,16.516382848646963,6.82760812800149,The Silent Forest
1986.0,36965113.17703053,65.90580971232166,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.481098966781341,3.3868732501639602,5.968234003209924,The Dark Secrets
2000.0,40724836.29594082,72.4759217098353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.248650890792675,6.505865614968538,The Lost Future
1993.0,56664013.14901138,128.0137995303445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.548004192509546,16.17573020970362,6.579557194784889,The Silent Journey
1973.0,35637541.35009568,135.26175069689802,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.897191549083104,25.223370319223882,8.551095644746713,The Hidden Future
2008.0,87672683.76720563,72.564278939036,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.944388965692202,15.155663296802334,7.480553897636613,The Raging Journey
1981.0,23161780.93341488,146.85114942228347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35987692698929,5.331155491001553,7.223575462753162,The Amazing Hero
2001.0,44393850.67515923,105.50816844949682,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.489160510792503,22.90327998185364,8.441935504341606,The Amazing Storm
2011.0,36808068.25177476,124.40379035956649,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.544534768811995,13.179669420020097,7.944132690202061,The Mystic Hero
2007.0,93409336.53061199,168.36661884766272,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.29658568723942,1.0,7.330167939912922,The Eternal Paradise
2001.0,55896643.295347236,146.90517947596595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.627818043435121,17.599876596613964,6.114067414275202,The Mystic Storm
1961.0,80955336.18405905,111.94408056282504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.695143036707324,19.006170352961675,7.260964221147824,The Lost Storm
1988.0,5433188.80889084,93.26423323754138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,8.256494457073694,6.40945781339151,The Mystic Forest
1951.0,58011507.976077765,55.445537960120845,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.031748445679218,13.46363359501529,5.323991685595561,The Frozen Secrets
1952.0,76688923.86870311,98.42540042272739,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.4585460844144142,20.2617362077916,6.65581268988079,The Amazing Legend
2005.0,52468519.678262725,113.66609283516917,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.591894165604465,17.65427840961826,6.448244354117792,The Raging Storm
2008.0,81964411.25196055,90.38461418546449,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.212137132855154,2.4987443990800067,7.3244852786676065,The Hidden Dreams
1951.0,34481346.49698883,116.06229098723085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.400166154396725,25.028401331978944,6.328018387089194,The Lost Secrets
1951.0,92280423.20556739,122.30555648876305,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.522838584808396,28.650644956309208,8.946943288588491,The Amazing Dreams
